class,image_path,width,height,aspect_ratio
Healthy,data\raw\Poultry Birds Poo Imagery Dataset for Health Status Prediction A Case of South-West Nigeria\Dataset\Healthy\IMG_0317.JPG,100,100,1.0
Healthy,data\raw\Poultry Birds Poo Imagery Dataset for Health Status Prediction A Case of South-West Nigeria\Dataset\Healthy\IMG_0318.JPG,100,100,1.0
Healthy,data\raw\Poultry Birds Poo Imagery Dataset for Health Status Prediction A Case of South-West Nigeria\Dataset\Healthy\IMG_0319.JPG,100,100,1.0
Healthy,data\raw\Poultry Birds Poo Imagery Dataset for Health Status Prediction A Case of South-West Nigeria\Dataset\Healthy\IMG_0320.JPG,100,100,1.0
Healthy,data\raw\Poultry Birds Poo Imagery Dataset for Health Status Prediction A Case of South-West Nigeria\Dataset\Healthy\IMG_0321.JPG,100,100,1.0
Healthy,data\raw\Poultry Birds Poo Imagery Dataset for Health Status Prediction A Case of South-West Nigeria\Dataset\Healthy\IMG_0322.JPG,100,100,1.0
Healthy,data\raw\Poultry Birds Poo Imagery Dataset for Health Status Prediction A Case of South-West Nigeria\Dataset\Healthy\IMG_0323.JPG,100,100,1.0
Healthy,data\raw\Poultry Birds Poo Imagery Dataset for Health Status Prediction A Case of South-West Nigeria\Dataset\Healthy\IMG_0324.JPG,100,100,1.0
Healthy,data\raw\Poultry Birds Poo Imagery Dataset for Health Status Prediction A Case of South-West Nigeria\Dataset\Healthy\IMG_0325.JPG,100,100,1.0
Healthy,data\raw\Poultry Birds Poo Imagery Dataset for Health Status Prediction A Case of South-West Nigeria\Dataset\Healthy\IMG_0326.JPG,100,100,1.0
Healthy,data\raw\Poultry Birds Poo Imagery Dataset for Health Status Prediction A Case of South-West Nigeria\Dataset\Healthy\IMG_0327.JPG,100,100,1.0
Healthy,data\raw\Poultry Birds Poo Imagery Dataset for Health Status Prediction A Case of South-West Nigeria\Dataset\Healthy\IMG_0328.JPG,100,100,1.0
Healthy,data\raw\Poultry Birds Poo Imagery Dataset for Health Status Prediction A Case of South-West Nigeria\Dataset\Healthy\IMG_0329.JPG,100,100,1.0
Healthy,data\raw\Poultry Birds Poo Imagery Dataset for Health Status Prediction A Case of South-West Nigeria\Dataset\Healthy\IMG_0330.JPG,100,100,1.0
Healthy,data\raw\Poultry Birds Poo Imagery Dataset for Health Status Prediction A Case of South-West Nigeria\Dataset\Healthy\IMG_0331.JPG,100,100,1.0
Healthy,data\raw\Poultry Birds Poo Imagery Dataset for Health Status Prediction A Case of South-West Nigeria\Dataset\Healthy\IMG_0332.JPG,100,100,1.0
Healthy,data\raw\Poultry Birds Poo Imagery Dataset for Health Status Prediction A Case of South-West Nigeria\Dataset\Healthy\IMG_0333.JPG,100,100,1.0
Healthy,data\raw\Poultry Birds Poo Imagery Dataset for Health Status Prediction A Case of South-West Nigeria\Dataset\Healthy\IMG_0334.JPG,100,100,1.0
Healthy,data\raw\Poultry Birds Poo Imagery Dataset for Health Status Prediction A Case of South-West Nigeria\Dataset\Healthy\IMG_0335.JPG,100,100,1.0
Healthy,data\raw\Poultry Birds Poo Imagery Dataset for Health Status Prediction A Case of South-West Nigeria\Dataset\Healthy\IMG_0336.JPG,100,100,1.0
Healthy,data\raw\Poultry Birds Poo Imagery Dataset for Health Status Prediction A Case of South-West Nigeria\Dataset\Healthy\IMG_0337.JPG,100,100,1.0
Healthy,data\raw\Poultry Birds Poo Imagery Dataset for Health Status Prediction A Case of South-West Nigeria\Dataset\Healthy\IMG_0338.JPG,100,100,1.0
Healthy,data\raw\Poultry Birds Poo Imagery Dataset for Health Status Prediction A Case of South-West Nigeria\Dataset\Healthy\IMG_0339.JPG,100,100,1.0
Healthy,data\raw\Poultry Birds Poo Imagery Dataset for Health Status Prediction A Case of South-West Nigeria\Dataset\Healthy\IMG_0340.JPG,100,100,1.0
Healthy,data\raw\Poultry Birds Poo Imagery Dataset for Health Status Prediction A Case of South-West Nigeria\Dataset\Healthy\IMG_0341.JPG,100,100,1.0
Healthy,data\raw\Poultry Birds Poo Imagery Dataset for Health Status Prediction A Case of South-West Nigeria\Dataset\Healthy\IMG_0342.JPG,100,100,1.0
Healthy,data\raw\Poultry Birds Poo Imagery Dataset for Health Status Prediction A Case of South-West Nigeria\Dataset\Healthy\IMG_0343.JPG,100,100,1.0
Healthy,data\raw\Poultry Birds Poo Imagery Dataset for Health Status Prediction A Case of South-West Nigeria\Dataset\Healthy\IMG_0344.JPG,100,100,1.0
Healthy,data\raw\Poultry Birds Poo Imagery Dataset for Health Status Prediction A Case of South-West Nigeria\Dataset\Healthy\IMG_0345.JPG,100,100,1.0
Healthy,data\raw\Poultry Birds Poo Imagery Dataset for Health Status Prediction A Case of South-West Nigeria\Dataset\Healthy\IMG_0346.JPG,100,100,1.0
Healthy,data\raw\Poultry Birds Poo Imagery Dataset for Health Status Prediction A Case of South-West Nigeria\Dataset\Healthy\IMG_0347.JPG,100,100,1.0
Healthy,data\raw\Poultry Birds Poo Imagery Dataset for Health Status Prediction A Case of South-West Nigeria\Dataset\Healthy\IMG_0348.JPG,100,100,1.0
Healthy,data\raw\Poultry Birds Poo Imagery Dataset for Health Status Prediction A Case of South-West Nigeria\Dataset\Healthy\IMG_0349.JPG,100,100,1.0
Healthy,data\raw\Poultry Birds Poo Imagery Dataset for Health Status Prediction A Case of South-West Nigeria\Dataset\Healthy\IMG_0350.JPG,100,100,1.0
Healthy,data\raw\Poultry Birds Poo Imagery Dataset for Health Status Prediction A Case of South-West Nigeria\Dataset\Healthy\IMG_0351.JPG,100,100,1.0
Healthy,data\raw\Poultry Birds Poo Imagery Dataset for Health Status Prediction A Case of South-West Nigeria\Dataset\Healthy\IMG_0352.JPG,100,100,1.0
Healthy,data\raw\Poultry Birds Poo Imagery Dataset for Health Status Prediction A Case of South-West Nigeria\Dataset\Healthy\IMG_0353.JPG,100,100,1.0
Healthy,data\raw\Poultry Birds Poo Imagery Dataset for Health Status Prediction A Case of South-West Nigeria\Dataset\Healthy\IMG_0354.JPG,100,100,1.0
Healthy,data\raw\Poultry Birds Poo Imagery Dataset for Health Status Prediction A Case of South-West Nigeria\Dataset\Healthy\IMG_0355.JPG,100,100,1.0
Healthy,data\raw\Poultry Birds Poo Imagery Dataset for Health Status Prediction A Case of South-West Nigeria\Dataset\Healthy\IMG_0356.JPG,100,100,1.0
Healthy,data\raw\Poultry Birds Poo Imagery Dataset for Health Status Prediction A Case of South-West Nigeria\Dataset\Healthy\IMG_0357.JPG,100,100,1.0
Healthy,data\raw\Poultry Birds Poo Imagery Dataset for Health Status Prediction A Case of South-West Nigeria\Dataset\Healthy\IMG_0358.JPG,100,100,1.0
Healthy,data\raw\Poultry Birds Poo Imagery Dataset for Health Status Prediction A Case of South-West Nigeria\Dataset\Healthy\IMG_0359.JPG,100,100,1.0
Healthy,data\raw\Poultry Birds Poo Imagery Dataset for Health Status Prediction A Case of South-West Nigeria\Dataset\Healthy\IMG_0360.JPG,100,100,1.0
Healthy,data\raw\Poultry Birds Poo Imagery Dataset for Health Status Prediction A Case of South-West Nigeria\Dataset\Healthy\IMG_0361.JPG,100,100,1.0
Healthy,data\raw\Poultry Birds Poo Imagery Dataset for Health Status Prediction A Case of South-West Nigeria\Dataset\Healthy\IMG_0362.JPG,100,100,1.0
Healthy,data\raw\Poultry Birds Poo Imagery Dataset for Health Status Prediction A Case of South-West Nigeria\Dataset\Healthy\IMG_0363.JPG,100,100,1.0
Healthy,data\raw\Poultry Birds Poo Imagery Dataset for Health Status Prediction A Case of South-West Nigeria\Dataset\Healthy\IMG_0364.JPG,100,100,1.0
Healthy,data\raw\Poultry Birds Poo Imagery Dataset for Health Status Prediction A Case of South-West Nigeria\Dataset\Healthy\IMG_0365.JPG,100,100,1.0
Healthy,data\raw\Poultry Birds Poo Imagery Dataset for Health Status Prediction A Case of South-West Nigeria\Dataset\Healthy\IMG_0366.JPG,100,100,1.0
Healthy,data\raw\Poultry Birds Poo Imagery Dataset for Health Status Prediction A Case of South-West Nigeria\Dataset\Healthy\IMG_0367.JPG,100,100,1.0
Healthy,data\raw\Poultry Birds Poo Imagery Dataset for Health Status Prediction A Case of South-West Nigeria\Dataset\Healthy\IMG_0368.JPG,100,100,1.0
Healthy,data\raw\Poultry Birds Poo Imagery Dataset for Health Status Prediction A Case of South-West Nigeria\Dataset\Healthy\IMG_0369.JPG,100,100,1.0
Healthy,data\raw\Poultry Birds Poo Imagery Dataset for Health Status Prediction A Case of South-West Nigeria\Dataset\Healthy\IMG_0370.JPG,100,100,1.0
Healthy,data\raw\Poultry Birds Poo Imagery Dataset for Health Status Prediction A Case of South-West Nigeria\Dataset\Healthy\IMG_0371.JPG,100,100,1.0
Healthy,data\raw\Poultry Birds Poo Imagery Dataset for Health Status Prediction A Case of South-West Nigeria\Dataset\Healthy\IMG_0372.JPG,100,100,1.0
Healthy,data\raw\Poultry Birds Poo Imagery Dataset for Health Status Prediction A Case of South-West Nigeria\Dataset\Healthy\IMG_0373.JPG,100,100,1.0
Healthy,data\raw\Poultry Birds Poo Imagery Dataset for Health Status Prediction A Case of South-West Nigeria\Dataset\Healthy\IMG_0374.JPG,100,100,1.0
Healthy,data\raw\Poultry Birds Poo Imagery Dataset for Health Status Prediction A Case of South-West Nigeria\Dataset\Healthy\IMG_0375.JPG,100,100,1.0
Healthy,data\raw\Poultry Birds Poo Imagery Dataset for Health Status Prediction A Case of South-West Nigeria\Dataset\Healthy\IMG_0376.JPG,100,100,1.0
Healthy,data\raw\Poultry Birds Poo Imagery Dataset for Health Status Prediction A Case of South-West Nigeria\Dataset\Healthy\IMG_0377.JPG,100,100,1.0
Healthy,data\raw\Poultry Birds Poo Imagery Dataset for Health Status Prediction A Case of South-West Nigeria\Dataset\Healthy\IMG_0378.JPG,100,100,1.0
Healthy,data\raw\Poultry Birds Poo Imagery Dataset for Health Status Prediction A Case of South-West Nigeria\Dataset\Healthy\IMG_0379.JPG,100,100,1.0
Healthy,data\raw\Poultry Birds Poo Imagery Dataset for Health Status Prediction A Case of South-West Nigeria\Dataset\Healthy\IMG_0380.JPG,100,100,1.0
Healthy,data\raw\Poultry Birds Poo Imagery Dataset for Health Status Prediction A Case of South-West Nigeria\Dataset\Healthy\IMG_0381.JPG,100,100,1.0
Healthy,data\raw\Poultry Birds Poo Imagery Dataset for Health Status Prediction A Case of South-West Nigeria\Dataset\Healthy\IMG_0382.JPG,100,100,1.0
Healthy,data\raw\Poultry Birds Poo Imagery Dataset for Health Status Prediction A Case of South-West Nigeria\Dataset\Healthy\IMG_0383.JPG,100,100,1.0
Healthy,data\raw\Poultry Birds Poo Imagery Dataset for Health Status Prediction A Case of South-West Nigeria\Dataset\Healthy\IMG_0384.JPG,100,100,1.0
Healthy,data\raw\Poultry Birds Poo Imagery Dataset for Health Status Prediction A Case of South-West Nigeria\Dataset\Healthy\IMG_0385.JPG,100,100,1.0
Healthy,data\raw\Poultry Birds Poo Imagery Dataset for Health Status Prediction A Case of South-West Nigeria\Dataset\Healthy\IMG_0386.JPG,100,100,1.0
Healthy,data\raw\Poultry Birds Poo Imagery Dataset for Health Status Prediction A Case of South-West Nigeria\Dataset\Healthy\IMG_0387.JPG,100,100,1.0
Healthy,data\raw\Poultry Birds Poo Imagery Dataset for Health Status Prediction A Case of South-West Nigeria\Dataset\Healthy\IMG_0388.JPG,100,100,1.0
Healthy,data\raw\Poultry Birds Poo Imagery Dataset for Health Status Prediction A Case of South-West Nigeria\Dataset\Healthy\IMG_0389.JPG,100,100,1.0
Healthy,data\raw\Poultry Birds Poo Imagery Dataset for Health Status Prediction A Case of South-West Nigeria\Dataset\Healthy\IMG_0390.JPG,100,100,1.0
Healthy,data\raw\Poultry Birds Poo Imagery Dataset for Health Status Prediction A Case of South-West Nigeria\Dataset\Healthy\IMG_0391.JPG,100,100,1.0
Healthy,data\raw\Poultry Birds Poo Imagery Dataset for Health Status Prediction A Case of South-West Nigeria\Dataset\Healthy\IMG_0392.JPG,100,100,1.0
Healthy,data\raw\Poultry Birds Poo Imagery Dataset for Health Status Prediction A Case of South-West Nigeria\Dataset\Healthy\IMG_0393.JPG,100,100,1.0
Healthy,data\raw\Poultry Birds Poo Imagery Dataset for Health Status Prediction A Case of South-West Nigeria\Dataset\Healthy\IMG_0394.JPG,100,100,1.0
Healthy,data\raw\Poultry Birds Poo Imagery Dataset for Health Status Prediction A Case of South-West Nigeria\Dataset\Healthy\IMG_0395.JPG,100,100,1.0
Healthy,data\raw\Poultry Birds Poo Imagery Dataset for Health Status Prediction A Case of South-West Nigeria\Dataset\Healthy\IMG_0396.JPG,100,100,1.0
Healthy,data\raw\Poultry Birds Poo Imagery Dataset for Health Status Prediction A Case of South-West Nigeria\Dataset\Healthy\IMG_0397.JPG,100,100,1.0
Healthy,data\raw\Poultry Birds Poo Imagery Dataset for Health Status Prediction A Case of South-West Nigeria\Dataset\Healthy\IMG_0398.JPG,100,100,1.0
Healthy,data\raw\Poultry Birds Poo Imagery Dataset for Health Status Prediction A Case of South-West Nigeria\Dataset\Healthy\IMG_0399.JPG,100,100,1.0
Healthy,data\raw\Poultry Birds Poo Imagery Dataset for Health Status Prediction A Case of South-West Nigeria\Dataset\Healthy\IMG_0400.JPG,100,100,1.0
Healthy,data\raw\Poultry Birds Poo Imagery Dataset for Health Status Prediction A Case of South-West Nigeria\Dataset\Healthy\IMG_0401.JPG,100,100,1.0
Healthy,data\raw\Poultry Birds Poo Imagery Dataset for Health Status Prediction A Case of South-West Nigeria\Dataset\Healthy\IMG_0402.JPG,100,100,1.0
Healthy,data\raw\Poultry Birds Poo Imagery Dataset for Health Status Prediction A Case of South-West Nigeria\Dataset\Healthy\IMG_0403.JPG,100,100,1.0
Healthy,data\raw\Poultry Birds Poo Imagery Dataset for Health Status Prediction A Case of South-West Nigeria\Dataset\Healthy\IMG_0404.JPG,100,100,1.0
Healthy,data\raw\Poultry Birds Poo Imagery Dataset for Health Status Prediction A Case of South-West Nigeria\Dataset\Healthy\IMG_0405.JPG,100,100,1.0
Healthy,data\raw\Poultry Birds Poo Imagery Dataset for Health Status Prediction A Case of South-West Nigeria\Dataset\Healthy\IMG_0406.JPG,100,100,1.0
Healthy,data\raw\Poultry Birds Poo Imagery Dataset for Health Status Prediction A Case of South-West Nigeria\Dataset\Healthy\IMG_0407.JPG,100,100,1.0
Healthy,data\raw\Poultry Birds Poo Imagery Dataset for Health Status Prediction A Case of South-West Nigeria\Dataset\Healthy\IMG_0408.JPG,100,100,1.0
Healthy,data\raw\Poultry Birds Poo Imagery Dataset for Health Status Prediction A Case of South-West Nigeria\Dataset\Healthy\IMG_0409.JPG,100,100,1.0
Healthy,data\raw\Poultry Birds Poo Imagery Dataset for Health Status Prediction A Case of South-West Nigeria\Dataset\Healthy\IMG_0410.JPG,100,100,1.0
Healthy,data\raw\Poultry Birds Poo Imagery Dataset for Health Status Prediction A Case of South-West Nigeria\Dataset\Healthy\IMG_0411.JPG,100,100,1.0
Healthy,data\raw\Poultry Birds Poo Imagery Dataset for Health Status Prediction A Case of South-West Nigeria\Dataset\Healthy\IMG_0412.JPG,100,100,1.0
Healthy,data\raw\Poultry Birds Poo Imagery Dataset for Health Status Prediction A Case of South-West Nigeria\Dataset\Healthy\IMG_0413.JPG,100,100,1.0
Healthy,data\raw\Poultry Birds Poo Imagery Dataset for Health Status Prediction A Case of South-West Nigeria\Dataset\Healthy\IMG_0414.JPG,100,100,1.0
Healthy,data\raw\Poultry Birds Poo Imagery Dataset for Health Status Prediction A Case of South-West Nigeria\Dataset\Healthy\IMG_0415.JPG,100,100,1.0
Healthy,data\raw\Poultry Birds Poo Imagery Dataset for Health Status Prediction A Case of South-West Nigeria\Dataset\Healthy\IMG_0416.JPG,100,100,1.0
Healthy,data\raw\Poultry Birds Poo Imagery Dataset for Health Status Prediction A Case of South-West Nigeria\Dataset\Healthy\IMG_0417.JPG,100,100,1.0
Healthy,data\raw\Poultry Birds Poo Imagery Dataset for Health Status Prediction A Case of South-West Nigeria\Dataset\Healthy\IMG_0418.JPG,100,100,1.0
Healthy,data\raw\Poultry Birds Poo Imagery Dataset for Health Status Prediction A Case of South-West Nigeria\Dataset\Healthy\IMG_0419.JPG,100,100,1.0
Healthy,data\raw\Poultry Birds Poo Imagery Dataset for Health Status Prediction A Case of South-West Nigeria\Dataset\Healthy\IMG_0420.JPG,100,100,1.0
Healthy,data\raw\Poultry Birds Poo Imagery Dataset for Health Status Prediction A Case of South-West Nigeria\Dataset\Healthy\IMG_0421.JPG,100,100,1.0
Healthy,data\raw\Poultry Birds Poo Imagery Dataset for Health Status Prediction A Case of South-West Nigeria\Dataset\Healthy\IMG_0422.JPG,100,100,1.0
Healthy,data\raw\Poultry Birds Poo Imagery Dataset for Health Status Prediction A Case of South-West Nigeria\Dataset\Healthy\IMG_0423.JPG,100,100,1.0
Healthy,data\raw\Poultry Birds Poo Imagery Dataset for Health Status Prediction A Case of South-West Nigeria\Dataset\Healthy\IMG_0424.JPG,100,100,1.0
Healthy,data\raw\Poultry Birds Poo Imagery Dataset for Health Status Prediction A Case of South-West Nigeria\Dataset\Healthy\IMG_0425.JPG,100,100,1.0
Healthy,data\raw\Poultry Birds Poo Imagery Dataset for Health Status Prediction A Case of South-West Nigeria\Dataset\Healthy\IMG_0426.JPG,100,100,1.0
Healthy,data\raw\Poultry Birds Poo Imagery Dataset for Health Status Prediction A Case of South-West Nigeria\Dataset\Healthy\IMG_0427.JPG,100,100,1.0
Healthy,data\raw\Poultry Birds Poo Imagery Dataset for Health Status Prediction A Case of South-West Nigeria\Dataset\Healthy\IMG_0428.JPG,100,100,1.0
Healthy,data\raw\Poultry Birds Poo Imagery Dataset for Health Status Prediction A Case of South-West Nigeria\Dataset\Healthy\IMG_0429.JPG,100,100,1.0
Healthy,data\raw\Poultry Birds Poo Imagery Dataset for Health Status Prediction A Case of South-West Nigeria\Dataset\Healthy\IMG_0430.JPG,100,100,1.0
Healthy,data\raw\Poultry Birds Poo Imagery Dataset for Health Status Prediction A Case of South-West Nigeria\Dataset\Healthy\IMG_0431.JPG,100,100,1.0
Healthy,data\raw\Poultry Birds Poo Imagery Dataset for Health Status Prediction A Case of South-West Nigeria\Dataset\Healthy\IMG_0432.JPG,100,100,1.0
Healthy,data\raw\Poultry Birds Poo Imagery Dataset for Health Status Prediction A Case of South-West Nigeria\Dataset\Healthy\IMG_0433.JPG,100,100,1.0
Healthy,data\raw\Poultry Birds Poo Imagery Dataset for Health Status Prediction A Case of South-West Nigeria\Dataset\Healthy\IMG_0434.JPG,100,100,1.0
Healthy,data\raw\Poultry Birds Poo Imagery Dataset for Health Status Prediction A Case of South-West Nigeria\Dataset\Healthy\IMG_0435.JPG,100,100,1.0
Healthy,data\raw\Poultry Birds Poo Imagery Dataset for Health Status Prediction A Case of South-West Nigeria\Dataset\Healthy\IMG_0436.JPG,100,100,1.0
Healthy,data\raw\Poultry Birds Poo Imagery Dataset for Health Status Prediction A Case of South-West Nigeria\Dataset\Healthy\IMG_0437.JPG,100,100,1.0
Healthy,data\raw\Poultry Birds Poo Imagery Dataset for Health Status Prediction A Case of South-West Nigeria\Dataset\Healthy\IMG_0438.JPG,100,100,1.0
Healthy,data\raw\Poultry Birds Poo Imagery Dataset for Health Status Prediction A Case of South-West Nigeria\Dataset\Healthy\IMG_0439.JPG,100,100,1.0
Healthy,data\raw\Poultry Birds Poo Imagery Dataset for Health Status Prediction A Case of South-West Nigeria\Dataset\Healthy\IMG_0440.JPG,100,100,1.0
Healthy,data\raw\Poultry Birds Poo Imagery Dataset for Health Status Prediction A Case of South-West Nigeria\Dataset\Healthy\IMG_0441.JPG,100,100,1.0
Healthy,data\raw\Poultry Birds Poo Imagery Dataset for Health Status Prediction A Case of South-West Nigeria\Dataset\Healthy\IMG_0442.JPG,100,100,1.0
Healthy,data\raw\Poultry Birds Poo Imagery Dataset for Health Status Prediction A Case of South-West Nigeria\Dataset\Healthy\IMG_0443.JPG,100,100,1.0
Healthy,data\raw\Poultry Birds Poo Imagery Dataset for Health Status Prediction A Case of South-West Nigeria\Dataset\Healthy\IMG_0444.JPG,100,100,1.0
Healthy,data\raw\Poultry Birds Poo Imagery Dataset for Health Status Prediction A Case of South-West Nigeria\Dataset\Healthy\IMG_0445.JPG,100,100,1.0
Healthy,data\raw\Poultry Birds Poo Imagery Dataset for Health Status Prediction A Case of South-West Nigeria\Dataset\Healthy\IMG_0446.JPG,100,100,1.0
Healthy,data\raw\Poultry Birds Poo Imagery Dataset for Health Status Prediction A Case of South-West Nigeria\Dataset\Healthy\IMG_0447.JPG,100,100,1.0
Healthy,data\raw\Poultry Birds Poo Imagery Dataset for Health Status Prediction A Case of South-West Nigeria\Dataset\Healthy\IMG_0448.JPG,100,100,1.0
Healthy,data\raw\Poultry Birds Poo Imagery Dataset for Health Status Prediction A Case of South-West Nigeria\Dataset\Healthy\IMG_0449.JPG,100,100,1.0
Healthy,data\raw\Poultry Birds Poo Imagery Dataset for Health Status Prediction A Case of South-West Nigeria\Dataset\Healthy\IMG_0450.JPG,100,100,1.0
Healthy,data\raw\Poultry Birds Poo Imagery Dataset for Health Status Prediction A Case of South-West Nigeria\Dataset\Healthy\IMG_0451.JPG,100,100,1.0
Healthy,data\raw\Poultry Birds Poo Imagery Dataset for Health Status Prediction A Case of South-West Nigeria\Dataset\Healthy\IMG_0452.JPG,100,100,1.0
Healthy,data\raw\Poultry Birds Poo Imagery Dataset for Health Status Prediction A Case of South-West Nigeria\Dataset\Healthy\IMG_0453.JPG,100,100,1.0
Healthy,data\raw\Poultry Birds Poo Imagery Dataset for Health Status Prediction A Case of South-West Nigeria\Dataset\Healthy\IMG_0454.JPG,100,100,1.0
Healthy,data\raw\Poultry Birds Poo Imagery Dataset for Health Status Prediction A Case of South-West Nigeria\Dataset\Healthy\IMG_0455.JPG,100,100,1.0
Healthy,data\raw\Poultry Birds Poo Imagery Dataset for Health Status Prediction A Case of South-West Nigeria\Dataset\Healthy\IMG_0456.JPG,100,100,1.0
Healthy,data\raw\Poultry Birds Poo Imagery Dataset for Health Status Prediction A Case of South-West Nigeria\Dataset\Healthy\IMG_0457.JPG,100,100,1.0
Healthy,data\raw\Poultry Birds Poo Imagery Dataset for Health Status Prediction A Case of South-West Nigeria\Dataset\Healthy\IMG_0458.JPG,100,100,1.0
Healthy,data\raw\Poultry Birds Poo Imagery Dataset for Health Status Prediction A Case of South-West Nigeria\Dataset\Healthy\IMG_0459.JPG,100,100,1.0
Healthy,data\raw\Poultry Birds Poo Imagery Dataset for Health Status Prediction A Case of South-West Nigeria\Dataset\Healthy\IMG_0460.JPG,100,100,1.0
